"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_study_experiment","I2_study_experiment_duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",-4.38403681438948,59.7772882482514,-98.7525102008218,0.0124748979917816,0.94153595476341,-121.545368874432,112.777295245653,37.8768202265727,18.9049745416168,0.00008599415444879,0.0000859939060606763,2.11004134750831,4.99221845902507,11.8694138903621,0.0608989625801276,94.4325940202915,0.00634216625357605,0.936525395218753,1385.37966425337
"Year","Year",0.00237009082863513,0.0297609080814856,0.237290171414917,1.00237290171415,0.936525395218753,-0.0559602171582836,0.0607003988155539,37.8768202265727,18.9049745416168,0.00008599415444879,0.0000859939060606763,2.11004134750831,4.99221845902507,11.8694138903621,0.0608989625801276,94.4325940202915,0.00634216625357605,0.936525395218753,1385.37966425337
