"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Study_Experiment","I2_Study_Experiment_Duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",0.848014332702534,0.66816461841531,133.500570110017,2.33500570110017,0.20438052164785,-0.461564255135421,2.15759292054049,99.9999006216353,27.7341972802972,2.24702853845877,0.0000687061726949452,33.6946141935858,17.6713893256612,18.6526025774596,0,66.3053523212243,1.61079189606399,0.20438052164785,4950.61529907933
