"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_study_experiment","I2_study_experiment_duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",-121.184218667096,78.6754590988063,-100,0.0000000000000000000000000000000000000000000000000000234618654105943,0.123485977151093,-275.385284967911,33.0168476337182,99.9999010530782,22.1131395350744,1.57978174385547,0.00006910111369483,33.6299750158392,6.19085200405346,17.7753301555592,3.40748193860882,67.515928166795,2.41026946305929,0.120541615293074,4943.2339443323
"Year","Year",0.0607070055679603,0.0391026339261239,6.25875363417323,1.06258753634173,0.120541615293074,-0.0159327486278966,0.137346759763817,99.9999010530782,22.1131395350744,1.57978174385547,0.00006910111369483,33.6299750158392,6.19085200405346,17.7753301555592,3.40748193860882,67.515928166795,2.41026946305929,0.120541615293074,4943.2339443323
