"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Study_Experiment","I2_Study_Experiment_Duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",0.27907958414001,0.475700046165024,32.1912542956294,1.32191254295629,0.557424458830392,-0.653275373787478,1.2114345420675,99.9998273244475,1.34204132332126,49.9611490642522,0.0000320795939974934,29.6203388993537,10.9225193501836,8.15374660774266,0,70.3796099534741,0.344183262702503,0.557424458830392,10444.0336298573
