"","effectname","beta","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Study_Experiment","I2_Study_Experiment_Duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",0.237789481863282,26.8442134640882,1.26844213464088,0.223112076300623,-0.144760728492373,0.620339692218936,23.1076590390755,10.3241303836608,0.246564044144494,0.24656404512332,4.63724861285596,4.89867528400424,2.75447666928665,0,79.93198443419,1.48424150850279,0.223112076300624,4380.41040676543
