"","effectname","beta","percentage_increase_or_decrease_on_Treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Study_Experiment","I2_Study_Experiment_Duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"Feature_StatusMovement_N","Feature_StatusMovement_N",0.366047050489237,44.202308895023,1.44202308895023,0.330065063430254,-0.370556318511565,1.10265041949004,77.2341555408815,38.9899024839304,1.01056596277056,1.01056596223672,26.3385207117781,4.70381550413042,5.18078491603529,0.33516610109165,66.0121318929571,6.27668770578102,0.392919807918654,4093.78560801332
"Feature_StatusMovement_NI","Feature_StatusMovement_NI",0.544467297306679,72.3689923500697,1.7236899235007,0.151512198911381,-0.199591044579269,1.28852563919263,77.2341555408815,38.9899024839304,1.01056596277056,1.01056596223672,26.3385207117781,4.70381550413042,5.18078491603529,0.33516610109165,66.0121318929571,6.27668770578102,0.392919807918654,4093.78560801332
"Feature_StatusOrientation_N","Feature_StatusOrientation_N",0.437550052308905,54.8907823106806,1.54890782310681,0.23864814966341,-0.290218432495115,1.16531853711293,77.2341555408815,38.9899024839304,1.01056596277056,1.01056596223672,26.3385207117781,4.70381550413042,5.18078491603529,0.33516610109165,66.0121318929571,6.27668770578102,0.392919807918654,4093.78560801332
"Feature_StatusOrientation_NI","Feature_StatusOrientation_NI",0.522563136418803,68.6344445930753,1.68634444593075,0.163719319080124,-0.212861790671674,1.25798806350928,77.2341555408815,38.9899024839304,1.01056596277056,1.01056596223672,26.3385207117781,4.70381550413042,5.18078491603529,0.33516610109165,66.0121318929571,6.27668770578102,0.392919807918654,4093.78560801332
"Feature_StatusSubstrate_N","Feature_StatusSubstrate_N",0.373668595285941,45.3055521204642,1.45305552120464,0.321443222512884,-0.364989606892564,1.11232679746445,77.2341555408815,38.9899024839304,1.01056596277056,1.01056596223672,26.3385207117781,4.70381550413042,5.18078491603529,0.33516610109165,66.0121318929571,6.27668770578102,0.392919807918654,4093.78560801332
"Feature_StatusSubstrate_NI","Feature_StatusSubstrate_NI",0.402547293921797,49.5629657744392,1.49562965774439,0.286911325089518,-0.338331715374987,1.14342630321858,77.2341555408815,38.9899024839304,1.01056596277056,1.01056596223672,26.3385207117781,4.70381550413042,5.18078491603529,0.33516610109165,66.0121318929571,6.27668770578102,0.392919807918654,4093.78560801332
