"","effectname","beta","percentage_increase_or_decrease_on_Treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"Status.AUSN","Status.AUSN",0.118141708663031,12.5403579504689,1.12540357950469,0.45403999081214,-0.191133692641237,0.427417109967298,15.2890793263834,3.94164222887651,3.71424346395995,4.43049825272324,3.20269538082367,0.111964063583895,75.7337589344308,0.819852410851566,0.663699225731001,5300.28131158905
"Status.AUSNI","Status.AUSNI",0.147690159966398,15.9153688499565,1.15915368849956,0.365437989357512,-0.172145037172614,0.46752535710541,15.2890793263834,3.94164222887651,3.71424346395995,4.43049825272324,3.20269538082367,0.111964063583895,75.7337589344308,0.819852410851566,0.663699225731001,5300.28131158905
