"","effectname","beta","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",28.3698514005286,209348529975101,2093485299752.01,0.0540068238152461,-0.488572471452624,57.2282752725097,11.5996655081275,0.000771901860490087,3.95454960180734,4.2330969655655,3.41124703889421,6.60008320363124,68.1581677060323,3.6994866078558,0.0544292129641437,5298.06915729485
"Year","Year",-0.0140860068914529,-1.39872632745209,0.986012736725479,0.0544292129641437,-0.028439752924083,0.000267739141177135,11.5996655081275,0.000771901860490087,3.95454960180734,4.2330969655655,3.41124703889421,6.60008320363124,68.1581677060323,3.6994866078558,0.0544292129641437,5298.06915729485
