"","effectname","beta","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",0.125802127105592,13.4057746791509,1.13405774679151,0.401999083574452,-0.168411564517701,0.420015818728885,14.7969585203937,3.62964971940686,3.74243679438102,4.21272986113976,3.2121421454661,0,74.7080672746156,0.702338364785866,0.401999083574452,5301.62076826072
